DisNo.,Classification Key,Event Name,ISO,Country,Subregion,Region,Location,Latitude,Longitude,OFDA/BHA Response,Appeal,Declaration,Magnitude,Magnitude Scale,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
StringFilter,StringFilter,StringFilter,StringFilter,StringFilter,CSVFilter,CategoryFilter,MapsTooltip - Hidden - StringFilter,MapsLat - Hidden - NoFilter,MapsLong - Hidden - NoFilter,CategoryFilter,CategoryFilter,StringFilter,StringFilter,StringFilter,StringFilter,,CSVFilter,StringFilter,StringFilter,StringFilter,StringFilter,StringFilter,CSVFilter,CSVFilter,StringFilter,StringFilter,StringFilter,StringFilter,CategoryFilter,StringFilter,StringFilter,StringFilter,CategoryFilter,
2016-0086-USA,nat-met-sto-sev,,USA,United States of America,Northern America,Americas,"Texas, Mississippi, Louisiana, Florida provinces",30.5190775,-91.5208624,No,No,Yes,,,2016,3,17,2016,3,18,,,,,920000,1167988,1200000,1523463,78.767923,"[{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2016-04-11,2023-09-25,,
2016-0087-USA,nat-met-sto-sev,,USA,United States of America,Northern America,Americas,"Texas, Oklahoma, Louisiana, Arkansas, Mississippi, Alabama, Florida provinces",30.5190775,-91.5208624,No,No,No,,,2016,3,22,2016,3,25,300,300,,,1700000,2158239,2300000,2919970,78.767923,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2016-04-11,2023-09-25,,
2016-0097-PER,tec-tra-roa-roa,,PER,Peru,Latin America and the Caribbean,Americas,Cusco province,-13.5450066,-71.975699,No,No,No,,,2016,4,8,2016,4,8,,32,,,,,,,78.767923,,2016-04-11,2023-09-25,,
2016-0098-ZMB,tec-tra-roa-roa,,ZMB,Zambia,Sub-Saharan Africa,Africa,Kapiri-Mposhi district (Central province),-14.0705601,28.8596804,No,No,No,,,2016,4,9,2016,4,9,,,,,,,,,78.767923,,2016-04-11,2023-09-25,,
2016-0099-IND,tec-mis-fir-fir,Temple 'Puttingal Devi',IND,India,Southern Asia,Asia,"Paravur area (Kollam district, Kerala province)",8.814189,76.6672602,No,No,No,,,2016,4,9,2016,4,10,,280,,,,,,,78.767923,,2016-04-11,2023-09-25,,
2016-0100-PAK,nat-geo-ear-gro,,PAK,Pakistan,Southern Asia,Asia,"North-West Frontier, Gilgit-Baltistan provinces, Khyber Agency district (Federally Administered Tribal Areas province)",34.105365,71.1551627,No,No,No,36.473,71.13,2016,4,10,2016,4,10,100,142,,,,,,,78.767923,"[{""adm1_code"":2275,""adm1_name"":""North-West Frontier""},{""adm1_code"":40409,""adm1_name"":""Administrative unit not available""},{""adm2_code"":23632,""adm2_name"":""Khyber Agency""}]",2016-04-11,2023-09-25,,
2016-0102-IND,tec-mis-col-col,Bridge,IND,India,Southern Asia,Asia,Kolkata district (West Bengal province),22.5743499,88.3628767,No,No,No,,,2016,3,31,2016,3,31,,100,,,,,,,78.767923,"[{""adm2_code"":70292,""adm2_name"":""Kolkata""}]",2016-04-11,2023-09-25,,
2016-0103-CHN,tec-ind-col-col,Hoist,CHN,China,Eastern Asia,Asia,"Mayong village (Dongguan district, Guangdong Sheng province)",23.051137,113.581134,No,No,No,,,2016,4,13,2016,4,13,,4,,,,,,,78.767923,"[{""adm2_code"":13044,""adm2_name"":""Dongguan""}]",2016-04-15,2023-09-25,,
2016-0104-PNG,tec-tra-air-air,,PNG,Papua New Guinea,Melanesia,Oceania,Kiunga district (Western province),-6.1215578,141.2986517,No,No,No,,,2016,4,14,2016,4,14,,,,,,,,,78.767923,"[{""adm2_code"":37571,""adm2_name"":""Kiunga""}]",2016-04-15,2023-09-25,,
2016-0107-JPN,nat-geo-ear-gro,,JPN,Japan,Eastern Asia,Asia,Kumamoto province (Kyushu Isl.),32.8032164,130.7079369,No,No,No,32.788,130.7,2016,4,14,2016,4,14,120000,120800,,,,,38000000,48242988,78.767923,"[{""adm1_code"":1670,""adm1_name"":""Kumamoto""}]",2016-04-15,2023-09-25,,
2016-0108-CHN,tec-ind-ind-ind,Coal mine,CHN,China,Eastern Asia,Asia,Shanxi Sheng province,37.8734299,112.56272,No,No,No,,,2016,3,23,2016,3,23,,,,,,,,,78.767923,"[{""adm1_code"":923,""adm1_name"":""Shanxi Sheng""}]",2016-04-18,2023-09-25,,
2016-0110-DZA,tec-tra-air-air,Military helicopter,DZA,Algeria,Northern Africa,Africa,Reggane district (Adrar province),26.0334269,-1.5208624,No,No,No,,,2016,3,27,2016,3,27,,,,,,,,,78.767923,"[{""adm2_code"":37646,""adm2_name"":""Reggane""}]",2016-04-18,2023-09-25,,
2016-0112-AFG,nat-hyd-flo-fla,,AFG,Afghanistan,Southern Asia,Asia,"Daykundi, Ghazni, Uruzgan provinces",33.5471303,68.4221352,No,No,No,,,2016,4,2,2016,4,8,,,,,,,,,78.767923,"[{""adm1_code"":279,""adm1_name"":""Ghazni""},{""adm1_code"":99878,""adm1_name"":""Daykundi""},{""adm1_code"":99881,""adm1_name"":""Uruzgan""}]",2016-05-10,2023-09-25,,
2016-0114-SAU,tec-ind-fir-fir,Petrochimical factory,SAU,Saudi Arabia,Western Asia,Asia,"Jubail town (Ach-Charqiya area, Eastern province)",26.9597709,49.5687416,No,No,No,,,2016,4,16,2016,4,16,,11,,,,,,,78.767923,"[{""adm1_code"":2624,""adm1_name"":""Eastern Province""}]",2016-04-18,2023-09-25,,
2016-0116-IND,tec-tra-roa-roa,,IND,India,Southern Asia,Asia,Orissa province,20.2375561,84.2700179,No,No,No,,,2016,4,17,2016,4,17,,11,,,,,,,78.767923,"[{""adm1_code"":1504,""adm1_name"":""Orissa""}]",2016-04-18,2023-09-25,,
2016-0117-ECU,nat-geo-ear-gro,,ECU,Ecuador,Latin America and the Caribbean,Americas,"Guayaquil district (Guayas province), Muisne district (Esmeraldas province), Portoviejo district (Manabi province), Santo Domingo de los Tsachilas, Los Ríos, Santa Elena provinces",-2.1891341,-79.8899031,Yes,No,Yes,0.382,-79.92,2016,4,16,2016,4,16,383090,389364,3344000,4245383,560000,710949,2000000,2539105,78.767923,"[{""adm1_code"":1147,""adm1_name"":""Los Rios""},{""adm1_code"":22007,""adm1_name"":""Santa Elena""},{""adm1_code"":22008,""adm1_name"":""Santo Domingo de los Tsachilas""},{""adm2_code"":15388,""adm2_name"":""Muisne""},{""adm2_code"":15483,""adm2_name"":""Portoviejo""},{""adm2_code"":15423,""adm2_name"":""Guayaquil""}]",2016-04-20,2023-09-25,,
2016-0120-SAU,nat-hyd-flo-fla,,SAU,Saudi Arabia,Western Asia,Asia,"Al-Baidhani valley of Asir region, Baha and Taif (Makkah), east of Traj valley",21.2840782,40.4248192,No,No,No,,,2016,4,8,2016,4,10,,,,,,,,,78.767923,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2629,""adm1_name"":""Makkah""}]",2017-08-18,2023-09-25,,
2016-0121-JPN,nat-geo-ear-gro,,JPN,Japan,Eastern Asia,Asia,"Kumamoto, Fukuoka, Saga, Oita, Miyazaki provinces",32.8032164,130.7079369,No,No,No,32.791,130.75,2016,4,16,2016,4,16,272763,298432,,,5000000,6347762,20000000,25391047,78.767923,"[{""adm1_code"":1670,""adm1_name"":""Kumamoto""},{""adm1_code"":1674,""adm1_name"":""Miyazaki""},{""adm1_code"":1683,""adm1_name"":""Saga""}]",2016-04-20,2023-09-25,,
2016-0123-USA,nat-met-sto-lig,,USA,United States of America,Northern America,Americas,"Dallas-Fort Worth (Dallas, Wise, Tarrant, Denton, Parker), Wylie, Plano, Little Elm, Rockwall, Bettie, Emory in Collin, Denton, Upshur, Rockwall, Rains, San Antonio metro regions, Helotes, Alamo Heights, Kirby, Hollywood Park, Carrizo Springs, Terrel Hills (Bexar, Dimmit) (Texas), Oklahoma, Kansas, Missouri, Arkansas, Mississippi, Louisiana",32.9090739,-96.4500618,No,No,No,,,2016,4,10,2016,4,15,3000,3000,,,3000000,3808657,3900000,4951254,78.767923,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm2_code"":31214,""adm2_name"":""Bexar""},{""adm2_code"":31242,""adm2_name"":""Collin""},{""adm2_code"":31256,""adm2_name"":""Dallas""},{""adm2_code"":31260,""adm2_name"":""Denton""},{""adm2_code"":31263,""adm2_name"":""Dimmit""},{""adm2_code"":31383,""adm2_name"":""Parker""},{""adm2_code"":31419,""adm2_name"":""Tarrant""},{""adm2_code"":31448,""adm2_name"":""Wise""}]",2016-05-09,2023-09-25,,
2016-0125-USA,nat-met-sto-lig,,USA,United States of America,Northern America,Americas,"Texas, Oklahoma, Arkansas, Louisiana, Mississippi, Kansas, Virginia, North Carolina, Georgia, Missouri, Illinois, West Virginia provinces",36.8301318,-101.4339148,No,No,No,,,2016,4,25,2016,5,4,,,,,2000000,2539105,2400000,3046926,78.767923,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm1_code"":3262,""adm1_name"":""West Virginia""}]",2016-05-09,2023-09-25,,
2016-0133-IND,nat-met-ext-hea,,IND,India,Southern Asia,Asia,"Andhra Pradesh, Rajasthan, Orissa, Bihar, Jharkhand, Tamil Nadu, Uttar Pradesh provinces",23.6913486,85.2722472,No,No,No,,,2016,4,1,2016,5,20,,,,,,,,,78.767923,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""},{""adm1_code"":1504,""adm1_name"":""Orissa""},{""adm1_code"":1506,""adm1_name"":""Rajasthan""},{""adm1_code"":1508,""adm1_name"":""Tamil Nadu""},{""adm1_code"":70073,""adm1_name"":""Bihar""},{""adm1_code"":70078,""adm1_name"":""Jharkhand""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",2016-05-10,2023-09-25,,
2016-0138-MMR,nat-met-sto-lig,,MMR,Myanmar,South-eastern Asia,Asia,"Sagaing, Madalay, Magway, Shan, Shin provinces",20.1544305,94.9454803,No,No,No,,,2016,4,21,2016,4,23,,12012,,,,,2000,2539,78.767923,"[{""adm1_code"":2125,""adm1_name"":""Chin""},{""adm1_code"":2130,""adm1_name"":""Magway""},{""adm1_code"":2131,""adm1_name"":""Mandalay""},{""adm1_code"":2133,""adm1_name"":""Sagaing""},{""adm1_code"":41774,""adm1_name"":""Shan (E)""},{""adm1_code"":41775,""adm1_name"":""Shan (N)""},{""adm1_code"":41776,""adm1_name"":""Shan (S)""}]",2016-05-10,2024-04-09,,
2016-0140-CHN,nat-met-sto-lig,,CHN,China,Eastern Asia,Asia,"Hubei Sheng, Henan Sheng, Shaanxi Sheng, Guangxi Zhuangzu Zizhiqu, Guizhou Sheng, Shandong Sheng provinces",25.163327,110.168821,No,No,No,,,2016,4,24,2016,4,27,6000,6049,,,,,202000,256450,78.767923,"[{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":909,""adm1_name"":""Henan Sheng""},{""adm1_code"":911,""adm1_name"":""Hubei Sheng""},{""adm1_code"":920,""adm1_name"":""Shaanxi Sheng""},{""adm1_code"":921,""adm1_name"":""Shandong Sheng""}]",2016-05-10,2023-09-25,,
2016-0141-FJI,nat-met-sto-tro,Tropical cyclone Zena,FJI,Fiji,Melanesia,Oceania,"Central, Western provinces (Viti Levu Isl.)",-17.8483187,178.0118473,No,No,No,,,2016,4,4,2016,4,7,5000,5000,,,,,,,78.767923,"[{""adm1_code"":40187,""adm1_name"":""Central""},{""adm1_code"":40190,""adm1_name"":""Western""}]",2016-05-10,2023-09-25,,
2016-0141-TON,nat-met-sto-tro,Tropical cyclone Zena,TON,Tonga,Polynesia,Oceania,"Eua, Tongatapu, Ha'apai, Tongatapu, 'Eua, Vava'u islands (Administrative unit not available)",-19.7308846,-174.288444,No,No,No,,,2016,4,7,2016,4,7,,,,,,,,,78.767923,"[{""adm1_code"":2976,""adm1_name"":""Administrative unit not available""}]",2016-12-07,2023-09-25,,
2016-0142-BDI,tec-tra-roa-roa,,BDI,Burundi,Sub-Saharan Africa,Africa,Between Gitega and Rutana,-3.4272755,29.9246016,No,No,No,,,2016,4,25,2016,4,25,,100,,,,,,,78.767923,,2016-05-11,2023-09-25,,
2016-0143-BDI,tec-tra-roa-roa,,BDI,Burundi,Sub-Saharan Africa,Africa,Near Bujumbura,-3.361378,29.3598782,No,No,No,,,2016,4,11,2016,4,11,,50,,,,,,,78.767923,,2016-05-11,2023-09-25,,
2016-0144-MEX,tec-ind-exp-exp,Petrochimical plant,MEX,Mexico,Latin America and the Caribbean,Americas,Coatzacoalcos (Veracruz),18.1497687,-94.418581,No,No,No,,,2016,4,21,2016,4,21,,100,,,,,,,78.767923,,2016-05-11,2023-09-25,,
2016-0146-MMR,tec-tra-wat-wat,,MMR,Myanmar,South-eastern Asia,Asia,Sittwe,20.1527657,92.8676861,No,No,No,,,2016,4,17,2016,4,17,,,,,,,,,78.767923,,2016-05-11,2023-09-25,,
2016-0147-BFA,tec-tra-roa-roa,,BFA,Burkina Faso,Sub-Saharan Africa,Africa,Toécé,11.8299203,-1.2622318,No,No,No,,,2016,5,9,2016,5,9,,30,,,,,,,78.767923,,2016-05-12,2023-09-25,,
2016-0150-USA,nat-met-sto-tor,,USA,United States of America,Northern America,Americas,"Oklahoma, Colorado, Nebraska, Kansas, Iowa, Missouri, Arkansas, Illinois, Kentucky, Texas,Tennessee states",35.0077519,-97.092877,No,No,No,,,2016,5,8,2016,5,11,,10,,,800000,1015642,1700000,2158239,78.767923,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2016-05-12,2023-09-25,,
2016-0151-ECU,nat-geo-ear-gro,,ECU,Ecuador,Latin America and the Caribbean,Americas,"Esmeraldas district (Esmeraldas province), Portoviejo district (Manabi province)",-1.054723,-80.4524903,No,No,No,0.495,-79.62,2016,5,18,2016,5,18,60,147,,,,,,,78.767923,"[{""adm2_code"":22044,""adm2_name"":""Esmeraldas""},{""adm2_code"":15483,""adm2_name"":""Portoviejo""}]",2016-05-19,2023-09-25,,
2016-0154-BGD,nat-met-sto-lig,,BGD,Bangladesh,Southern Asia,Asia,"Dhaka (Jatrabarhi’s Konaparha), Rajshahi (Mohanpur, Durgapur, Gogagarhi), Sirajgani (Raiganj, Ullaparha), Pabna (Sujanagar, Berha), Rajbari, Kishoreganj (Hossainpur, Tarhail, Bajitpur), Brahmanbarhia (Sarail, Banchharampur), Gazipur (Kapasia), Bogra (Sherpur), Natore (Lalpur), Habiganj (Baniachong), Naogaon (Atrai), Nilphamari (Kishoreganj)",24.5063217,91.3565692,No,No,No,,,2016,5,13,2016,5,15,,,,,,,,,78.767923,"[{""adm2_code"":5768,""adm2_name"":""Brahamanbaria""},{""adm2_code"":5778,""adm2_name"":""Dhaka""},{""adm2_code"":5780,""adm2_name"":""Gazipur""},{""adm2_code"":5783,""adm2_name"":""Kishoreganj""},{""adm2_code"":5791,""adm2_name"":""Rajbari""},{""adm2_code"":5821,""adm2_name"":""Habiganj""},{""adm2_code"":5805,""adm2_name"":""Bogra""},{""adm2_code"":5811,""adm2_name"":""Naogaon""},{""adm2_code"":5812,""adm2_name"":""Natore""},{""adm2_code"":5815,""adm2_name"":""Pabna""},{""adm2_code"":5817,""adm2_name"":""Rajshahi""},{""adm2_code"":5819,""adm2_name"":""Sirajganj""},{""adm2_code"":5814,""adm2_name"":""Nilphamari""}]",2016-05-19,2023-09-25,,
2016-0155-IND,tec-tra-roa-roa,,IND,India,Southern Asia,Asia,Adilabad district (Telengana states),19.4903546,78.5660852,No,No,No,,,2016,5,14,2016,5,14,,,,,,,,,78.767923,,2016-05-19,2023-09-25,,
2016-0157-RUS,tec-ind-exp-exp,Coal mine,RUS,Russian Federation,Eastern Europe,Europe,Lougansk (Ukraine),48.5687239,39.3152291,No,No,No,,,2016,5,4,2016,5,4,,,,,,,,,78.767923,,2016-05-19,2023-09-25,,
2016-0158-IND,tec-tra-roa-roa,,IND,India,Southern Asia,Asia,Navsari district,20.7694591,73.1349605,No,No,No,,,2016,2,5,2016,2,5,,24,,,,,,,78.767923,,2016-05-20,2023-09-25,,
2016-0159-IND,tec-tra-roa-roa,,IND,India,Southern Asia,Asia,Between Jharkhand and Raipur states,23.6913486,85.2722472,No,No,No,,,2016,5,4,2016,5,4,,53,,,,,,,78.767923,,2016-05-20,2023-09-25,,
2016-0160-MMR,tec-ind-ind-ind,Jade mine,MMR,Myanmar,South-eastern Asia,Asia,Kachin state,25.850904,97.4381355,No,No,No,,,2016,5,6,2016,5,6,,,,,,,,,78.767923,,2016-05-20,2023-09-25,,
2016-0161-KEN,nat-hyd-flo-flo,,KEN,Kenya,Sub-Saharan Africa,Africa,"Nairobi district (Nairobi province); Turkana, Wajir, Marsabit",-1.2920659,36.8219462,No,No,No,,,2016,4,29,2016,5,2,10000,10000,,,,,,,78.767923,"[{""adm2_code"":51352,""adm2_name"":""Marsabit""},{""adm2_code"":51360,""adm2_name"":""Nairobi""},{""adm2_code"":51364,""adm2_name"":""Wajir""},{""adm2_code"":51392,""adm2_name"":""Turkana""}]",2016-05-20,2023-09-25,,
2016-0163-AFG,tec-tra-roa-roa,,AFG,Afghanistan,Southern Asia,Asia,Between Kaboul and Kandahar,34.5553494,69.207486,No,No,No,,,2016,5,8,2016,5,8,,,,,,,,,78.767923,,2016-05-20,2023-09-25,,
2016-0165-HTI,nat-hyd-flo-riv,,HTI,Haiti,Latin America and the Caribbean,Americas,"Bombardopolis city (Mole Saint Nicolas district, Nord Ouest province), Gonaives district (Artibonite province)",19.6775885,-73.3266559,No,No,No,,,2016,5,2,2016,5,2,,,,,,,,,78.767923,"[{""adm2_code"":17168,""adm2_name"":""Gonaives""},{""adm2_code"":17184,""adm2_name"":""Mole Saint Nicolas""}]",2016-05-20,2023-09-25,,
2016-0167-PAK,tec-mis-mis-mis,Poisoning,PAK,Pakistan,Southern Asia,Asia,Punjab province,31.1704063,72.7097161,No,No,No,,,2016,4,17,2016,4,17,,13,,,,,,,78.767923,,2016-05-23,2023-09-25,,
2016-0170-USA,nat-hyd-flo-flo,,USA,United States of America,Northern America,Americas,"Palestine city (Anderson district, Texas province), Houston district (Texas province)",29.7600771,-95.3701108,No,No,No,,,2016,4,30,2016,4,30,,,,,,,,,78.767923,"[{""adm2_code"":31200,""adm2_name"":""Anderson""},{""adm2_code"":31312,""adm2_name"":""Houston""}]",2016-05-23,2024-10-25,,
2016-0171-BFA,tec-tra-roa-roa,,BFA,Burkina Faso,Sub-Saharan Africa,Africa,Between Ouagadougou and Bobo-Dioulasso,11.1649219,-4.3051542,No,No,No,,,2016,5,19,2016,5,19,,36,,,,,,,78.767923,,2016-05-23,2023-09-25,,
2016-0172-CAN,nat-cli-wil-for,Fort McMurray wildfires,CAN,Canada,Northern America,Americas,"Fort McMurray city (Wood Buffalo area, Division No. 16 district, Alberta province)",57.6066083,-111.6495855,Yes,No,No,,,2016,5,1,2016,7,4,88000,88000,,,2900000,3681702,4000000,5078209,78.767923,"[{""adm2_code"":12535,""adm2_name"":""Division No. 16""}]",2016-05-23,2023-09-25,,
2016-0173-IND,tec-tra-roa-roa,,IND,India,Southern Asia,Asia,Kinnaur district (Himachal Pradesh),31.6509576,78.4751945,No,No,No,,,2016,5,21,2016,5,21,,,,,,,,,78.767923,,2016-05-23,2023-09-25,,
2016-0174-IND,tec-tra-roa-roa,,IND,India,Southern Asia,Asia,Chamba distrcit (Himachal Pradesh),32.7573487,76.1783739,No,No,No,,,2016,5,20,2016,5,20,,23,,,,,,,78.767923,,2016-05-23,2023-09-25,,
2016-0175-BGD,nat-met-sto-tro,Cyclone Roanu,BGD,Bangladesh,Southern Asia,Asia,"Barisal; Noakhali, Lakshmipur, Chandpur (Chittagong); Cox’s Bazar, Bhola, Barguna, Patuakhali",21.4272184,92.0061058,No,No,No,,,2016,5,21,2016,5,21,1083855,1203555,,,,,600000,761731,78.767923,"[{""adm2_code"":5761,""adm2_name"":""Barguna""},{""adm2_code"":5763,""adm2_name"":""Bhola""},{""adm2_code"":5765,""adm2_name"":""Patuakhali""},{""adm2_code"":5769,""adm2_name"":""Chandpur""},{""adm2_code"":5772,""adm2_name"":""Cox's Bazar""},{""adm2_code"":5775,""adm2_name"":""Lakshmipur""},{""adm2_code"":5776,""adm2_name"":""Noakhali""}]",2016-05-23,2023-09-25,,
2016-0176-COD,tec-tra-roa-roa,,COD,Democratic Republic of the Congo,Sub-Saharan Africa,Africa,Mokambo,-12.426521,28.3491169,No,No,No,,,2016,5,20,2016,5,20,,22,,,,,,,78.767923,,2016-05-23,2023-09-25,,
2016-0177-IND,tec-mis-exp-exp,Amunitions depot,IND,India,Southern Asia,Asia,Near Nagpur (Wardha district),21.1458004,79.0881546,No,No,No,,,2016,5,31,2016,5,31,,19,,,,,,,78.767923,,2016-06-06,2023-09-25,,
2016-0179-POL,nat-hyd-flo-flo,,POL,Poland,Eastern Europe,Europe,"Nowy Targ district (Mount Sokolica region, Malopolske province), Sucha Beskidzka district (Mount Babia Gora region, Malopolske province), Szcyrk city (Czechowice-Dziedzice district, Slaskie province)",49.5731628,19.5307964,No,No,No,,,2016,5,28,2016,5,28,,3,,,,,,,78.767923,"[{""adm2_code"":24408,""adm2_name"":""Nowy Targ""},{""adm2_code"":24412,""adm2_name"":""Sucha Beskidzka""},{""adm2_code"":24538,""adm2_name"":""Czechowice-Dziedzice""}]",2016-06-06,2023-09-25,,
2016-0180-UKR,tec-mis-fir-fir,Elderly house,UKR,Ukraine,Eastern Europe,Europe,Litochki (Kiev region),50.7574501,30.765808,No,No,No,,,2016,5,29,2016,5,29,,5,,,,,,,78.767923,,2016-06-06,2023-09-25,,
2016-0181-USA,nat-met-sto-hai,,USA,United States of America,Northern America,Americas,"Houston district (Texas province), Brenham city (Washington district, Texas province); Montana, Kansas, Missouri, Colorado",29.7600771,-95.3701108,No,No,No,,,2016,5,21,2016,5,28,,12,,,800000,1015642,1100000,1396508,78.767923,"[{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3240,""adm1_name"":""Montana""},{""adm2_code"":31312,""adm2_name"":""Houston""},{""adm2_code"":31438,""adm2_name"":""Washington""}]",2016-06-06,2023-09-25,,
2016-0184-DOM,nat-hyd-flo-flo,,DOM,Dominican Republic,Latin America and the Caribbean,Americas,"Santo Domingo, La Romana cities",18.4338645,-68.9658817,No,No,No,,,2016,5,7,2016,5,8,3400,3400,,,,,,,78.767923,"[{""adm2_code"":36929,""adm2_name"":""La Romana""},{""adm2_code"":36891,""adm2_name"":""Distrito Nacional""}]",2016-06-10,2024-08-27,,
2016-0184-HTI,nat-hyd-flo-flo,,HTI,Haiti,Latin America and the Caribbean,Americas,"Baradère (Nippes), Savanette, Petit-Fond (Lascahobas)",18.4826592,-73.6387734,No,No,No,,,2016,5,7,2016,5,8,3000,3000,,,,,,,78.767923,"[{""adm2_code"":17173,""adm2_name"":""Lascahobas""},{""adm2_code"":73607,""adm2_name"":""Baraderes""}]",2016-06-10,2023-09-25,,
2016-0189-MMR,nat-met-sto-lig,,MMR,Myanmar,South-eastern Asia,Asia,"Mandalay city (Mandalay district, Mandalay province)",21.9588282,96.0891032,No,No,No,,,2016,4,29,2016,5,3,87920,87944,,,,,2600,3301,78.767923,"[{""adm2_code"":41802,""adm2_name"":""Mandalay""}]",2016-06-24,2023-09-25,,
2016-0191-AFG,nat-hyd-flo-flo,,AFG,Afghanistan,Southern Asia,Asia,"Badakhshan (Tashkan, Baharak, Darayem, Shahada districts)",36.8817625,70.2770467,No,No,No,,,2016,5,9,2016,5,12,,,,,,,,,78.767923,"[{""adm2_code"":100008,""adm2_name"":""Shuhada""},{""adm2_code"":100011,""adm2_name"":""Darayem""},{""adm2_code"":100012,""adm2_name"":""Teshkan""},{""adm2_code"":100013,""adm2_name"":""Baharak""}]",2016-06-24,2023-09-25,,
2016-0191-TJK,nat-hyd-flo-flo,,TJK,Tajikistan,Central Asia,Asia,"Direct Ruled Districts (Rudaki, Nurobod, Sangvor-Talvidara, Rasht ), Sughd (Aini, Panjekent, Shahriston), Khatlon (Kulob), Gorno-Badakhshan Autonomous Oblast (Darvoz)",38.779525,70.0979491,No,No,No,,,2016,5,9,2016,5,12,12750,12750,,,,,,,78.767923,"[{""adm2_code"":37576,""adm2_name"":""Kalay-Humbskiy""},{""adm2_code"":37590,""adm2_name"":""Kulyab""},{""adm2_code"":37603,""adm2_name"":""Aini""},{""adm2_code"":37612,""adm2_name"":""Penjikenskiy""},{""adm2_code"":37614,""adm2_name"":""Shahriston""},{""adm2_code"":37617,""adm2_name"":""Darbanskiy""},{""adm2_code"":37619,""adm2_name"":""Garmskiy""},{""adm2_code"":37623,""adm2_name"":""Leninskiy""},{""adm2_code"":37627,""adm2_name"":""Tavildara""}]",2016-06-24,2023-09-25,,
