DisNo.,Classification Key,Event Name,ISO,Country,Subregion,Region,Location,Latitude,Longitude,OFDA/BHA Response,Appeal,Declaration,Magnitude,Magnitude Scale,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
StringFilter,StringFilter,StringFilter,StringFilter,StringFilter,CSVFilter,CategoryFilter,MapsTooltip - Hidden - StringFilter,MapsLat - Hidden - NoFilter,MapsLong - Hidden - NoFilter,CategoryFilter,CategoryFilter,StringFilter,StringFilter,StringFilter,StringFilter,,CSVFilter,StringFilter,StringFilter,StringFilter,StringFilter,StringFilter,CSVFilter,CSVFilter,StringFilter,StringFilter,StringFilter,StringFilter,CategoryFilter,StringFilter,StringFilter,StringFilter,CategoryFilter,
2016-0001-POL,nat-met-ext-col,,POL,Poland,Eastern Europe,Europe,"Dolnoslaskie, Kujawsko-Pomorskie, Lodzkie, Lubeiskie, Lubuskie, Malopolske, Mazowieckie, Opolskie, Podkarpackie, Podlaskie, Slaskie, Swietokrzyskie, Warminsko-Mazurskie, Wielkopolskie, Zachodnio-Pomorskie provinces",51.7592924,19.4558778,No,No,No,,,2016,1,2,2016,1,4,,,,,,,,,78.767923,"[{""adm1_code"":2370,""adm1_name"":""Dolnoslaskie""},{""adm1_code"":2371,""adm1_name"":""Kujawsko-Pomorskie""},{""adm1_code"":2372,""adm1_name"":""Lodzkie""},{""adm1_code"":2373,""adm1_name"":""Lubeiskie""},{""adm1_code"":2374,""adm1_name"":""Lubuskie""},{""adm1_code"":2375,""adm1_name"":""Malopolske""},{""adm1_code"":2376,""adm1_name"":""Mazowieckie""},{""adm1_code"":2377,""adm1_name"":""Opolskie""},{""adm1_code"":2378,""adm1_name"":""Podkarpackie""},{""adm1_code"":2379,""adm1_name"":""Podlaskie""},{""adm1_code"":2380,""adm1_name"":""Pomorskie""},{""adm1_code"":2381,""adm1_name"":""Slaskie""},{""adm1_code"":2382,""adm1_name"":""Swietokrzyskie""},{""adm1_code"":2383,""adm1_name"":""Warminsko-Mazurskie""},{""adm1_code"":2384,""adm1_name"":""Wielkopolskie""},{""adm1_code"":2385,""adm1_name"":""Zachodnio-Pomorskie""}]",2016-01-12,2023-09-25,,
2016-0001-UKR,nat-met-ext-col,,UKR,Ukraine,Eastern Europe,Europe,"Cherkas'ka, Chernihivs'ka, Chernivets'ka, Dnipropetrovs'ka, Donets'ka, Ivano-frankivs'ka, Kharkivs'ka, Khersons'ka, Khmel'nyts'ka, Kirovohrads'ka, Krym, Kyyivs'ka, L'vivs'ka, Luhans'ka, Mykolayivs'ka, Odes'ka, Poltavs'ka, Rivnens'ka, Sums'ka, Ternopil's'ka, Vinnyts'ka, Volyns'ka, Zakarpats'ka, Zaporiz'ka, Zhytomyrs'ka",46.9660801,32.003246,No,No,No,,,2016,1,1,2016,1,12,,,,,,,,,78.767923,"[{""adm1_code"":3148,""adm1_name"":""Cherkas'ka""},{""adm1_code"":3149,""adm1_name"":""Chernihivs'ka""},{""adm1_code"":3150,""adm1_name"":""Chernivets'ka""},{""adm1_code"":3151,""adm1_name"":""Dnipropetrovs'ka""},{""adm1_code"":3152,""adm1_name"":""Donets'ka""},{""adm1_code"":3153,""adm1_name"":""Ivano-frankivs'ka""},{""adm1_code"":3154,""adm1_name"":""Kharkivs'ka""},{""adm1_code"":3155,""adm1_name"":""Khersons'ka""},{""adm1_code"":3156,""adm1_name"":""Khmel'nyts'ka""},{""adm1_code"":3157,""adm1_name"":""Kirovohrads'ka""},{""adm1_code"":3158,""adm1_name"":""Krym""},{""adm1_code"":3159,""adm1_name"":""Kyyivs'ka""},{""adm1_code"":3160,""adm1_name"":""L'vivs'ka""},{""adm1_code"":3161,""adm1_name"":""Luhans'ka""},{""adm1_code"":3162,""adm1_name"":""Mykolayivs'ka""},{""adm1_code"":3163,""adm1_name"":""Odes'ka""},{""adm1_code"":3164,""adm1_name"":""Poltavs'ka""},{""adm1_code"":3165,""adm1_name"":""Rivnens'ka""},{""adm1_code"":3166,""adm1_name"":""Sums'ka""},{""adm1_code"":3167,""adm1_name"":""Ternopil's'ka""},{""adm1_code"":3168,""adm1_name"":""Vinnyts'ka""},{""adm1_code"":3169,""adm1_name"":""Volyns'ka""},{""adm1_code"":3170,""adm1_name"":""Zakarpats'ka""},{""adm1_code"":3171,""adm1_name"":""Zaporiz'ka""},{""adm1_code"":3172,""adm1_name"":""Zhytomyrs'ka""}]",2017-03-31,2023-09-25,,
2016-0002-BGD,nat-geo-ear-gro,,BGD,Bangladesh,Southern Asia,Asia,"Dhaka, Jamalpur districts (Dhaka province), Rajshahi district (Rajshahi province), Lalmonirhat, Panchagarh districts (Rangpur province)",24.3746497,88.6003665,No,No,No,24.804,93.65,2016,1,3,2016,1,3,,70,,,,,,,78.767923,"[{""adm2_code"":5778,""adm2_name"":""Dhaka""},{""adm2_code"":5782,""adm2_name"":""Jamalpur""},{""adm2_code"":5817,""adm2_name"":""Rajshahi""},{""adm2_code"":5810,""adm2_name"":""Lalmonirhat""},{""adm2_code"":5816,""adm2_name"":""Panchagarh""}]",2016-01-12,2023-09-25,,
2016-0002-IND,nat-geo-ear-gro,,IND,India,Southern Asia,Asia,"Guwahati city (Kamrup district, Assam province), East Imphal, West Imphal, Senapati, Thoubal, Bishnupur, Tamenglong districts (Manipur province)",26.1653859,91.7380647,No,No,No,24.804,93.65,2016,1,3,2016,1,3,10500,10808,,,,,75000,95216,78.767923,"[{""adm2_code"":17583,""adm2_name"":""Kamrup""},{""adm2_code"":70188,""adm2_name"":""Bishnupur""},{""adm2_code"":70191,""adm2_name"":""East Imphal""},{""adm2_code"":70192,""adm2_name"":""Senapati""},{""adm2_code"":70193,""adm2_name"":""Tamenglong""},{""adm2_code"":70194,""adm2_name"":""Thoubal""},{""adm2_code"":70196,""adm2_name"":""West Imphal""}]",2016-01-12,2023-09-25,,
2016-0003-PAK,tec-tra-roa-roa,,PAK,Pakistan,Southern Asia,Asia,Karak district,33.1276716,71.097317,No,No,No,,,2016,1,3,2016,1,3,,6,,,,,,,78.767923,,2016-01-12,2023-09-25,,
2016-0004-TON,nat-met-sto-tro,Cyclone Ulla,TON,Tonga,Polynesia,Oceania,"Vava'u, Ha'apai islands (Administrative unit not available)",-19.7308846,-174.288444,No,No,No,,,2016,1,2,2016,1,2,392,392,,,,,,,78.767923,"[{""adm1_code"":2976,""adm1_name"":""Administrative unit not available""}]",2016-01-12,2023-09-25,,
2016-0005-EGY,tec-tra-wat-wat,Ferry,EGY,Egypt,Northern Africa,Africa,Kafr al-Cheikh province,31.1106593,30.9387799,No,No,No,,,2016,1,1,2016,1,1,,,,,,,,,78.767923,,2016-01-12,2023-09-25,,
2016-0006-GRC,tec-tra-wat-wat,Migrants,GRC,Greece,Southern Europe,Europe,Egean sea,39.019184,25.268555,No,No,No,,,2016,1,30,2016,1,30,75,75,,,,,,,78.767923,,2016-02-01,2023-09-25,,
2016-0007-RUS,tec-mis-fir-fir,Factory,RUS,Russian Federation,Eastern Europe,Europe,Moscou,55.755826,37.6173,No,No,No,,,2016,1,31,2016,1,31,,,,,,,,,78.767923,,2016-02-02,2023-09-25,,
2016-0008-GRC,tec-tra-wat-wat,Migrants,GRC,Greece,Southern Europe,Europe,Near Samos Isl. (Egean sea),37.7547857,26.9777701,No,No,No,,,2016,1,28,2016,1,28,,11,,,,,,,78.767923,,2016-02-02,2023-09-25,,
2016-0009-MYS,tec-tra-wat-wat,Migrants,MYS,Malaysia,South-eastern Asia,Asia,Dear Johor state,1.9343998,103.3587288,No,No,No,,,2016,1,26,2016,1,26,,,,,,,,,78.767923,,2016-02-02,2023-09-25,,
2016-0010-USA,nat-met-sto-bli,Storm Jonas (Snowzilla),USA,United States of America,Northern America,Americas,"Washington D.C. (District of Columbia district, District of Columbia province), New York, New Jersey, Pennsylvania, Maryland, Virginia, Tennessee, Kentucky, Delaware, West Virginia, Georgia, North Carolina provinces ",38.9071923,-77.0368707,No,No,Yes,,,2016,1,23,2016,1,26,85000000,85000012,,,240000,304693,550000,698254,78.767923,"[{""adm1_code"":3221,""adm1_name"":""Delaware""},{""adm1_code"":3222,""adm1_name"":""District of Columbia""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm1_code"":3262,""adm1_name"":""West Virginia""}]",2016-02-02,2023-09-25,,
2016-0013-USA,tec-ind-gas-gas,,USA,United States of America,Northern America,Americas,Los Angeles (California),34.0549076,-118.242643,No,No,Yes,,,2016,1,6,2016,1,6,,,,,,,,,78.767923,,2016-02-02,2023-09-25,,
2016-0015-MEX,tec-tra-roa-roa,,MEX,Mexico,Latin America and the Caribbean,Americas,Atoyac (Vercaruz state),18.9128113,-96.7788461,No,No,No,,,2016,1,11,2016,1,11,,,,,,,,,78.767923,,2016-02-02,2023-09-25,,
2016-0016-COL,tec-tra-wat-wat,Migrants,COL,Colombia,Latin America and the Caribbean,Americas,Caribbean Sea,14.5401107,-74.9676365,No,No,No,,,2016,1,10,2016,1,10,,,,,,,,,78.767923,,2016-02-02,2023-09-25,,
2016-0017-JPN,tec-tra-roa-roa,,JPN,Japan,Eastern Asia,Asia,Karuizawa,36.3483927,138.5970297,No,No,No,,,2016,1,14,2016,1,14,,27,,,,,,,78.767923,,2016-02-02,2023-09-25,,
2016-0019-IDN,nat-geo-ear-gro,,IDN,Indonesia,South-eastern Asia,Asia,"Maluku, Maluku Utara provinces",1.5709993,127.8087693,No,No,No,-3.863,127.229,2016,1,16,2016,1,16,360,368,,,,,,,78.767923,"[{""adm1_code"":73615,""adm1_name"":""Maluku""},{""adm1_code"":73616,""adm1_name"":""Maluku Utara""}]",2016-02-03,2023-09-25,,
2016-0020-PER,tec-tra-roa-roa,,PER,Peru,Latin America and the Caribbean,Americas,Junin region,-11.55,-74.583333,No,No,No,,,2016,1,18,2016,1,18,,10,,,,,,,78.767923,,2016-02-03,2023-09-25,,
2016-0022-USA,tec-tra-air-air,Helicopter,USA,United States of America,Northern America,Americas,Near Oahu coast (Hawai),21.4389123,-158.0000565,No,No,No,,,2016,1,14,2016,1,14,,,,,,,,,78.767923,,2016-02-03,2023-09-25,,
2016-0023-CHN,nat-met-ext-col,,CHN,China,Eastern Asia,Asia,"Yakeshi city (Hulunbuir district, Nei Mongol Zizhiqu province), Harbin district (Heilongjiang Sheng province), Mohe area (Daxing'anling district, Heilongjiang province), Changsha district (Hunan Sheng province), Changchun district (Jilin Sheng province), Zhejiang Sheng, Beijing Shi, Hainan Sheng, Shanghai Shi provinces",49.2856299,120.71174,No,No,No,,,2016,1,20,2016,1,26,,,,,,,1600000,2031284,78.767923,"[{""adm1_code"":899,""adm1_name"":""Beijing Shi""},{""adm1_code"":906,""adm1_name"":""Hainan Sheng""},{""adm1_code"":922,""adm1_name"":""Shanghai Shi""},{""adm1_code"":930,""adm1_name"":""Zhejiang Sheng""},{""adm2_code"":13086,""adm2_name"":""Harbin""},{""adm2_code"":13098,""adm2_name"":""Daxing'anling""},{""adm2_code"":13130,""adm2_name"":""Changsha""},{""adm2_code"":13168,""adm2_name"":""Changchun""},{""adm2_code"":13195,""adm2_name"":""Hulunbuir""}]",2016-02-03,2023-09-25,,
2016-0023-JPN,nat-met-ext-col,,JPN,Japan,Eastern Asia,Asia,"Okinawa city (Okinawa province), Kagosima province (Amami ?shima Isl.), Nagasaki, Hirosima, Isikawa, Tookyoo provinces",26.4376186,127.8220414,No,No,No,,,2016,1,20,2016,1,26,,610,,,,,,,78.767923,"[{""adm1_code"":1660,""adm1_name"":""Hirosima""},{""adm1_code"":1664,""adm1_name"":""Isikawa""},{""adm1_code"":1667,""adm1_name"":""Kagosima""},{""adm1_code"":1676,""adm1_name"":""Nagasaki""},{""adm1_code"":1681,""adm1_name"":""Okinawa""},{""adm1_code"":1690,""adm1_name"":""Tookyoo""}]",2016-02-15,2024-04-09,,
2016-0023-KOR,nat-met-ext-col,,KOR,Republic of Korea,Eastern Asia,Asia,"Jejudo, Ulleungedo (Kangwondo), Seoul, Chollabuk-do, Chollanam-do, Chungchongbuk-do, Chungchongnam-do, Inchon, Kang-won-do, Kwangju, Kyonggi-do, Kyongsangbuk-do, Kyongsangnam-do, Pusan, Taegu, Taejon",37.4098499,127.25827,No,No,No,,,2016,1,20,2016,1,26,,,,,,,127000,161233,78.767923,"[{""adm1_code"":2431,""adm1_name"":""Cheju-do""},{""adm1_code"":2432,""adm1_name"":""Chollabuk-do""},{""adm1_code"":2433,""adm1_name"":""Chollanam-do""},{""adm1_code"":2434,""adm1_name"":""Chungchongbuk-do""},{""adm1_code"":2435,""adm1_name"":""Chungchongnam-do""},{""adm1_code"":2436,""adm1_name"":""Inchon""},{""adm1_code"":2437,""adm1_name"":""Kang-won-do""},{""adm1_code"":2438,""adm1_name"":""Kwangju""},{""adm1_code"":2439,""adm1_name"":""Kyonggi-do""},{""adm1_code"":2440,""adm1_name"":""Kyongsangbuk-do""},{""adm1_code"":2441,""adm1_name"":""Kyongsangnam-do""},{""adm1_code"":2442,""adm1_name"":""Pusan""},{""adm1_code"":2443,""adm1_name"":""Seoul""},{""adm1_code"":2444,""adm1_name"":""Taegu""},{""adm1_code"":2445,""adm1_name"":""Taejon""}]",2016-02-15,2023-09-25,,
2016-0023-THA,nat-met-ext-col,,THA,Thailand,South-eastern Asia,Asia,"Chai Nat Province, Bangkok, Chiang Rai, Phetchabum",13.7563309,100.5017651,No,No,No,,,2016,1,20,2016,1,26,,,,,,,,,78.767923,"[{""adm1_code"":2853,""adm1_name"":""Bangkok""},{""adm1_code"":2856,""adm1_name"":""Chainat""},{""adm1_code"":2860,""adm1_name"":""Chiang Rai""},{""adm1_code"":2892,""adm1_name"":""Phetchabun""}]",2016-02-15,2023-09-25,,
2016-0023-TWN,nat-met-ext-col,,TWN,Taiwan (Province of China),Eastern Asia,Asia,"Taipei, Taoyuan, Kaohsiung, Yangmingshan, the Matsu Islands, Kinmen, Miaoli County",24.560159,120.8214265,No,No,No,,,2016,1,20,2016,1,26,,,,,,,52000,66017,78.767923,"[{""adm1_code"":925,""adm1_name"":""Taiwan Sheng""}]",2016-02-15,2023-09-25,,
2016-0025-GRC,tec-tra-wat-wat,Migrants,GRC,Greece,Southern Europe,Europe,Near Kalilimnos Isl.,37.0613889,27.0863889,No,No,No,,,2016,1,22,2016,1,22,26,26,,,,,,,78.767923,,2016-02-03,2023-09-25,,
2016-0026-NIC,tec-tra-wat-wat,Migrants,NIC,Nicaragua,Latin America and the Caribbean,Americas,Near Little Corn Island,12.2937504,-82.9850994,No,No,No,,,2016,1,23,2016,1,23,21,21,,,,,,,78.767923,,2016-02-04,2023-09-25,,
2016-0029-MDV,tec-ind-fir-fir,Powerhouse,MDV,Maldives,Southern Asia,Asia,Gaafu Dhaal atoll (Thinadhoo island),0.531061,72.9977252,No,No,No,,,2016,1,26,2016,1,26,12000,12000,,,,,,,78.767923,,2016-02-05,2023-09-25,,
2016-0036-ZAF,nat-met-ext-hea,,ZAF,South Africa,Sub-Saharan Africa,Africa,Ngaka Modiri Molema (North West province),-26.0281624,25.8521764,No,No,No,,,2016,1,1,2016,1,10,,20,,,,,,,78.767923,"[{""adm2_code"":77347,""adm2_name"":""Ngaka Modiri Molema District Municipality""}]",2016-02-15,2023-09-25,,
2016-0041-FJI,nat-met-sto-tro,Cyclone Winston,FJI,Fiji,Melanesia,Oceania,"Savusavu (Cakaudrove district, Northern province, Vanua Levu Isl. and Taveuni Isl.), Bua, Macuata districts (Northern province, Vanua Levu Isl.), Western, Central provinces (Viti Levu, Yasawa, Mamanuca Isl.), Lau district (Eastern province, Vanua Balavu, Nayau Isl.), Lomaiviti district (Eastern province, Koro Isl.)",-16.7799114,179.3381105,Yes,Yes,Yes,,,2016,2,20,2016,2,21,540414,540558,,,50000,63478,600000,761731,78.767923,"[{""adm2_code"":40191,""adm2_name"":""Naitasiri""},{""adm2_code"":40192,""adm2_name"":""Namosi""},{""adm2_code"":40193,""adm2_name"":""Rewa""},{""adm2_code"":40194,""adm2_name"":""Serua""},{""adm2_code"":40195,""adm2_name"":""Tailevu""},{""adm2_code"":40197,""adm2_name"":""Lau""},{""adm2_code"":40198,""adm2_name"":""Lomaiviti""},{""adm2_code"":40200,""adm2_name"":""Bua""},{""adm2_code"":40201,""adm2_name"":""Cakaudrove""},{""adm2_code"":40202,""adm2_name"":""Macuata""},{""adm2_code"":40203,""adm2_name"":""Ba""},{""adm2_code"":40204,""adm2_name"":""Nadroga \u0026 Navosa""},{""adm2_code"":40205,""adm2_name"":""Ra""}]",2016-02-22,2023-11-10,,
2016-0041-TON,nat-met-sto-tro,Cyclone Winston,TON,Tonga,Polynesia,Oceania,Vava’u Isl.,-18.622756,-173.9902982,No,No,No,,,2016,2,19,2016,2,19,,,,,,,,,78.767923,"[{""adm2_code"":27407,""adm2_name"":""Administrative unit not available""}]",2016-02-22,2023-09-25,,
2016-0042-GHA,tec-tra-roa-roa,,GHA,Ghana,Sub-Saharan Africa,Africa,Between Accra and Tamale,5.5592846,-0.1974306,No,No,No,,,2016,2,18,2016,2,18,,25,,,,,,,78.767923,,2016-02-22,2023-09-25,,
2016-0043-TWN,nat-geo-ear-gro,,TWN,Taiwan (Province of China),Eastern Asia,Asia,"Tainan city (Name Unkown district, Taiwan Sheng province)",22.9998999,120.2268758,Yes,No,No,22.938,120.6,2016,2,6,2016,2,6,,525,,,370000,469734,700000,888687,78.767923,"[{""adm2_code"":13276,""adm2_name"":""Name Unknown""}]",2016-02-22,2023-09-25,,
2016-0044-DEU,tec-tra-rai-rai,,DEU,Germany,Western Europe,Europe,Bavière; ligne Rosenheim et Holzkirchen,47.8571272,12.1181047,No,No,No,,,2016,2,9,2016,2,9,,89,,,,,,,78.767923,,2016-02-22,2023-09-25,,
2016-0045-DZA,tec-tra-roa-roa,,DZA,Algeria,Northern Africa,Africa,Naâma region,33.2667317,-0.3128659,No,No,No,,,2016,2,11,2016,2,11,,2,,,,,,,78.767923,,2016-02-22,2023-09-25,,
2016-0046-GIN,tec-tra-roa-roa,,GIN,Guinea,Sub-Saharan Africa,Africa,Bofossou (Macenta),8.6617679,-9.6940104,No,No,No,,,2016,2,10,2016,2,10,,30,,,,,,,78.767923,,2016-02-23,2023-09-25,,
2016-0047-COL,tec-ind-poi-poi,,COL,Colombia,Latin America and the Caribbean,Americas,Choco department,5.6914548,-76.6589794,No,No,No,,,2016,2,,2016,2,,,,,,,,,,78.767923,,2016-02-23,2023-09-25,,
2016-0048-IND,tec-mis-mis-mis,Drowning,IND,India,Southern Asia,Asia,Murud beach (Raigad district),18.3291938,72.9543559,No,No,No,,,2016,2,1,2016,2,1,,,,,,,,,78.767923,,2016-02-23,2023-09-25,,
2016-0049-IND,nat-hyd-mmw-ava,,IND,India,Southern Asia,Asia,Jammu and Kashmir (Administrative unit not available) (Siachen glacier),33.277839,75.3412179,No,No,No,,,2016,2,3,2016,2,3,,,,,,,,,78.767923,"[{""adm1_code"":40409,""adm1_name"":""Administrative unit not available""}]",2016-02-23,2023-09-25,,
2016-0051-USA,nat-met-sto-bli,,USA,United States of America,Northern America,Americas,"Alabama, Mississippi, Virginia, Connecticut, Florida, Georgia, Louisiana, Massachusetts, Maryland, North Carolina, New Jersey, New York, Pennsylvania, South Carolina, Texas ",39.0457549,-76.6412712,No,No,Yes,,,2016,2,22,2016,2,25,,12,,,,,1200000,1523463,78.767923,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2016-03-15,2023-09-25,,
2016-0054-PER,nat-hyd-flo-flo,,PER,Peru,Latin America and the Caribbean,Americas,"Puno, Arequipa, Cusco, Junin provinces",-16.4057001,-71.5400994,No,No,No,,,2016,2,20,2016,2,25,10000,10000,,,,,2000,2539,78.767923,"[{""adm1_code"":2331,""adm1_name"":""Arequipa""},{""adm1_code"":2335,""adm1_name"":""Cusco""},{""adm1_code"":2339,""adm1_name"":""Junín""},{""adm1_code"":2348,""adm1_name"":""Puno""}]",2016-03-15,2023-09-25,,
2016-0056-AGO,nat-hyd-flo-fla,,AGO,Angola,Sub-Saharan Africa,Africa,"Lubango city (Lubango district, Huila province)",-14.9186136,13.5321234,No,No,No,,,2016,2,29,2016,3,1,,,,,,,,,78.767923,"[{""adm2_code"":4284,""adm2_name"":""Lubango""}]",2016-03-15,2023-09-25,,
2016-0060-TZA,nat-hyd-flo-fla,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,"Chemichemi, Chumbi, Ikwiriri, Kiongoloni, Kipugira, Maparoni, Mgomba, Mkongo, Msala, Mtunda, Mwaseni, Muhoro, Ngorongo, Umwe, Utete wards (Rufiji district, Pwani province)",-7.886434,39.1685846,No,No,No,,,2016,2,10,2016,2,15,53446,53446,,,,,,,78.767923,"[{""adm2_code"":48471,""adm2_name"":""Rufiji""}]",2016-03-15,2023-09-25,,
2016-0063-TUR,tec-tra-wat-wat,Migrants,TUR,Türkiye,Western Asia,Asia,Edremit,39.594664,27.021888,No,No,No,,,2016,2,8,2016,2,8,4,4,,,,,,,78.767923,,2016-03-15,2024-08-27,,
2016-0064-RUS,tec-ind-exp-exp,Coal mine,RUS,Russian Federation,Eastern Europe,Europe,Severnaïa,53.6170942,55.6387546,No,No,No,,,2016,2,25,2016,2,28,,,,,,,,,78.767923,,2016-03-21,2023-09-25,,
2016-0066-NPL,tec-tra-air-air,Twin Otter 400,NPL,Nepal,Southern Asia,Asia,Myagdi region,28.6028948,83.336188,No,No,No,,,2016,2,24,2016,2,24,,,,,,,,,78.767923,,2016-03-21,2023-09-25,,
2016-0067-MEX,tec-tra-roa-roa,,MEX,Mexico,Latin America and the Caribbean,Americas,Durango state,24.0248409,-104.6608131,No,No,No,,,2016,2,28,2016,2,28,,28,,,,,,,78.767923,,2016-03-21,2023-09-25,,
2016-0068-OMN,tec-tra-roa-roa,,OMN,Oman,Western Asia,Asia,Near Salalah,17.0193843,54.1107505,No,No,No,,,2016,3,1,2016,3,1,,16,,,,,,,78.767923,,2016-03-21,2023-09-25,,
2016-0070-ZWE,tec-tra-roa-roa,,ZWE,Zimbabwe,Sub-Saharan Africa,Africa,"Mashonaland West, Matabeleland South, Midlands, Bulawayo, Harare, Matabeleland North, Mashonaland East provinces",-17.919435,31.0248808,No,No,No,,,2016,3,4,2016,3,4,,36,,,,,,,78.767923,"[{""adm1_code"":3435,""adm1_name"":""Bulawayo""},{""adm1_code"":3436,""adm1_name"":""Harare""},{""adm1_code"":3440,""adm1_name"":""Mashonaland West""},{""adm1_code"":3443,""adm1_name"":""Matabeleland South""},{""adm1_code"":3444,""adm1_name"":""Midlands""},{""adm1_code"":69549,""adm1_name"":""Matabeleland North""},{""adm1_code"":69550,""adm1_name"":""Mashonaland East""}]",2016-03-21,2023-09-25,,
2016-0071-TUR,tec-tra-wat-wat,Migrants,TUR,Türkiye,Western Asia,Asia,"Didim town (Yenihisar district, Aydin province)",37.376094,27.264729,No,No,No,,,2016,3,6,2016,3,6,15,15,,,,,,,78.767923,"[{""adm2_code"":27578,""adm2_name"":""Yenihisar""}]",2016-03-21,2023-09-25,,
2016-0072-NGA,tec-tra-roa-roa,,NGA,Nigeria,Sub-Saharan Africa,Africa,"Buzaye village (Bauchi district, Bauchi province)",10.3059966,9.8403959,No,No,No,,,2016,3,6,2016,3,6,,,,,,,,,78.767923,"[{""adm2_code"":22661,""adm2_name"":""Bauchi""}]",2016-03-21,2023-09-25,,
2016-0073-NGA,tec-ind-col-col,Building,NGA,Nigeria,Sub-Saharan Africa,Africa,"Lekki area (Eti-Osa district, Lagos province)",6.4589849,3.6015207,No,No,No,,,2016,3,8,2016,3,8,,13,,,,,,,78.767923,"[{""adm2_code"":22928,""adm2_name"":""Eti-Osa""}]",2016-03-21,2023-09-25,,
2016-0075-EGY,tec-tra-roa-roa,,EGY,Egypt,Northern Africa,Africa,Abu Radis district (South Sinai province),28.8906925,33.1886821,No,No,No,,,2016,3,9,2016,3,9,,,,,,,,,78.767923,"[{""adm2_code"":66028,""adm2_name"":""Abu Radis""}]",2016-03-21,2023-09-25,,
2016-0079-RUS,tec-mis-fir-fir,Rehablitation centre,RUS,Russian Federation,Eastern Europe,Europe,Sterlitamak town (Bashkortostan Rep. province),53.630421,55.9308009,No,No,No,,,2016,3,14,2016,3,15,,,,,,,,,78.767923,"[{""adm1_code"":2494,""adm1_name"":""Bashkortostan Rep.""}]",2016-03-21,2023-09-25,,
2016-0080-RUS,tec-tra-air-air,Boeing 737,RUS,Russian Federation,Eastern Europe,Europe,Rostov-sur-le-Don town (Rostovskaya Oblast province),47.2357137,39.701505,No,No,No,,,2016,3,19,2016,3,19,,,,,,,,,78.767923,"[{""adm1_code"":2549,""adm1_name"":""Rostovskaya Oblast""}]",2016-03-21,2023-09-25,,
2016-0082-ESP,tec-tra-roa-roa,,ESP,Spain,Southern Europe,Europe,"Freginals village (Tarragona district, Catalogna province)",40.6722143,0.5204658,No,No,No,,,2016,3,20,2016,3,20,,34,,,,,,,78.767923,"[{""adm2_code"":25809,""adm2_name"":""Tarragona""}]",2016-03-21,2023-09-25,,
2016-0084-ECU,tec-tra-air-air,Military plane,ECU,Ecuador,Latin America and the Caribbean,Americas,Pastaza province,-1.4882265,-78.0031057,No,No,No,,,2016,3,15,2016,3,15,,,,,,,,,78.767923,"[{""adm1_code"":1152,""adm1_name"":""Pastaza""}]",2016-03-21,2023-09-25,,
2016-0085-USA,nat-met-sto-sev,,USA,United States of America,Northern America,Americas,"California, Lousiana, Texas, Arkansas, Tennessee, Mississippi, Alabama, Oklahoma, Kentucky, Ohio provinces",31.9685988,-99.9018131,No,No,Yes,,,2016,3,4,2016,3,12,,,,,560000,710949,1600000,2031284,78.767923,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3218,""adm1_name"":""California""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2016-04-11,2023-09-25,,
